City,Date,Initial_hour,Particule,TES,TUV Dose,Dose ratio
Londres,2024-02-21,5,zn,,1324349.72124816,0.978390751513121
Londres,2024-02-21,11,zn,,920266.756552332,0.679866102653909
Londres,2024-03-21,5,zn,484,1353956.18909647,1.00026314206299
Londres,2024-03-21,11,zn,344,1354340.18986924,1.00054683057716
Londres,2024-04-21,5,zn,391,1357891.78240873,1.00317064303245
Londres,2024-04-21,11,zn,238,1354247.40631616,1.00047828480803
Londres,2024-05-21,5,zn,346,1358119.62698792,1.00333896792843
Londres,2024-05-21,11,zn,211,1358867.39246136,1.00389139513989
Londres,2024-06-21,5,zn,337,1355594.06023215,1.00147315324479
Londres,2024-06-21,11,zn,203,1354078.07980203,1.00035319134311
Londres,2024-07-21,5,zn,356,1355963.46707565,1.00174606019182
Londres,2024-07-21,11,zn,211,1356063.57106974,1.00182001408817
Londres,2024-08-21,5,zn,399,1355513.67267668,1.00141376527533
Londres,2024-08-21,11,zn,242,1353710.90170448,1.00008193092825
Londres,2024-09-21,5,zn,475,1354289.83539708,1.00050963016924
Londres,2024-09-21,11,zn,,1317053.08997829,0.973000214227462
Londres,2024-10-21,5,zn,,1283029.44439021,0.947864542250449
Londres,2024-10-21,11,zn,,795023.283469905,0.587339896180485
Londres,2024-11-21,5,zn,,684993.499264689,0.506053117069067
Londres,2024-11-21,11,zn,,444093.570935106,0.328083311861042
Londres,2024-12-21,5,zn,,494973.118428264,0.365671630044521
Londres,2024-12-21,11,zn,,348116.931270138,0.257178583976166
Londres,2024-01-21,5,cu,331,332572.003736491,1.00414252335897
Londres,2024-01-21,11,cu,64,332349.36477873,1.00347030428361
Londres,2024-02-21,5,cu,264,333976.110888726,1.00838197732103
Londres,2024-02-21,11,cu,42,335223.49306629,1.01214822785716
Londres,2024-03-21,5,cu,194,335633.227683494,1.01338534928591
Londres,2024-03-21,11,cu,30,331855.34178414,1.00197868896178
Londres,2024-04-21,5,cu,127,331506.89938881,1.0009266285894
Londres,2024-04-21,11,cu,25,342458.94172689,1.03399438927201
Londres,2024-05-21,5,cu,91,335829.294789414,1.01397733934002
Londres,2024-05-21,11,cu,23,347047.4366823,1.04784854070743
Londres,2024-06-21,5,cu,84,336162.22568556,1.01498256547572
Londres,2024-06-21,11,cu,22,338786.50096458,1.0229061019462
Londres,2024-07-21,5,cu,98,332896.96023762,1.00512367221504
Londres,2024-07-21,11,cu,23,341902.51352544,1.03231435243188
Londres,2024-08-21,5,cu,133,333773.456371109,1.00777009773886
Londres,2024-08-21,11,cu,25,335458.00454382,1.0128562939125
Londres,2024-09-21,5,cu,180,331628.626737473,1.00129416285469
Londres,2024-09-21,11,cu,31,341941.58689905,1.03243232759375
Londres,2024-10-21,5,cu,237,333052.053374348,1.00559194859405
Londres,2024-10-21,11,cu,42,337941.61475679,1.02035511701929
Londres,2024-11-21,5,cu,307,332014.956932915,1.0024606187588
Londres,2024-11-21,11,cu,63,331784.23661769,1.00176399944955
Londres,2024-12-21,5,cu,354,334963.448711993,1.01136306978259
Londres,2024-12-21,11,cu,80,332635.98777234,1.00433571187301
Zúrich,2024-01-21,8,zn,,922191.793402033,0.681288263447129
Zúrich,2024-01-21,11,zn,,838528.997413993,0.619480642297572
Zúrich,2024-02-21,8,zn,501,1355949.89970237,1.00173603701416
Zúrich,2024-02-21,11,zn,468,1353663.00796093,1.00004654843449
Zúrich,2024-03-21,8,zn,368,1356623.95957875,1.00223401269116
Zúrich,2024-03-21,11,zn,270,1355627.60962386,1.00149793855191
Zúrich,2024-04-21,8,zn,298,1353998.58774465,1.00029446494138
Zúrich,2024-04-21,11,zn,220,1355132.45528395,1.00113213304075
Zúrich,2024-05-21,8,zn,269,1355557.06399721,1.00144582151094
Zúrich,2024-05-21,11,zn,202,1359410.71767075,1.00429278787733
Zúrich,2024-06-21,8,zn,265,1359112.39436241,1.0040723953623
Zúrich,2024-06-21,11,zn,198,1357405.12961439,1.00281111821394
Zúrich,2024-07-21,8,zn,277,1356347.95006957,1.00203010495684
Zúrich,2024-07-21,11,zn,205,1360230.98642922,1.00489877839038
Zúrich,2024-08-21,8,zn,305,1354779.61295694,1.00087146347292
Zúrich,2024-08-21,11,zn,225,1359593.0229969,1.00442746970811
Zúrich,2024-09-21,8,zn,360,1358587.04040307,1.00368427925759
Zúrich,2024-09-21,11,zn,275,1357716.57927012,1.00304120808963
Zúrich,2024-10-21,8,zn,485,1354208.56758831,1.00044959189444
Zúrich,2024-10-21,11,zn,,1234558.70468677,0.912055780649207
Zúrich,2024-11-21,8,zn,,907597.269522919,0.670506257035253
Zúrich,2024-11-21,11,zn,,781460.913854817,0.577320415081868
Zúrich,2024-12-21,8,zn,,705434.642091612,0.521154434169335
Zúrich,2024-12-21,11,zn,,638633.801051667,0.471803931036988
Zúrich,2024-01-21,8,cu,210,333072.275831012,1.00565300673615
Zúrich,2024-01-21,11,cu,69,335431.15339518,1.0127752216038
Zúrich,2024-02-21,8,cu,155,331767.118846646,1.00171231535823
Zúrich,2024-02-21,11,cu,47,338209.49013087,1.02116391947726
Zúrich,2024-03-21,8,cu,97,331774.914287988,1.0017358523188
Zúrich,2024-03-21,11,cu,33,332676.23531115,1.00445723221966
Zúrich,2024-04-21,8,cu,60,331235.92310964,1.00010846349529
Zúrich,2024-04-21,11,cu,27,342584.53144623,1.03437358528451
Zúrich,2024-05-21,8,cu,48,337757.39279652,1.01979889129384
Zúrich,2024-05-21,11,cu,24,335985.99815487,1.01445047752074
Zúrich,2024-06-21,8,cu,46,336305.84893044,1.01541621053877
Zúrich,2024-06-21,11,cu,24,341541.56182842,1.0312245224288
Zúrich,2024-07-21,8,cu,51,335206.045174441,1.01209554702428
Zúrich,2024-07-21,11,cu,25,340998.23483664,1.02958404238116
Zúrich,2024-08-21,8,cu,63,331960.76769369,1.00229700390607
Zúrich,2024-08-21,11,cu,27,333345.24088749,1.00647717659266
Zúrich,2024-09-21,8,cu,87,333286.125243225,1.00629868732858
Zúrich,2024-09-21,11,cu,33,341863.87441113,1.0321976884394
Zúrich,2024-10-21,8,cu,129,336560.702290167,1.01618569532055
Zúrich,2024-10-21,11,cu,43,336444.84626028,1.01583588846703
Zúrich,2024-11-21,8,cu,186,334024.836900112,1.00852909692063
Zúrich,2024-11-21,11,cu,62,332420.98504647,1.00368654905335
Zúrich,2024-12-21,8,cu,224,331755.921890063,1.00167850812217
Zúrich,2024-12-21,11,cu,79,334426.38322929,1.00974149525752
Mumbai,2024-01-21,8,zn,301,1355398.16378235,1.00132843069027
Mumbai,2024-01-21,11,zn,255,1355565.49941093,1.00145205334732
Mumbai,2024-02-21,8,zn,271,1357382.65976618,1.00279451814877
Mumbai,2024-02-21,11,zn,215,1355815.85637489,1.00163700973322
Mumbai,2024-03-21,8,zn,244,1354935.67577811,1.00098675811031
Mumbai,2024-03-21,11,zn,194,1356275.24515836,1.00197639269973
Mumbai,2024-04-21,8,zn,229,1359624.56639871,1.00445077304869
Mumbai,2024-04-21,11,zn,187,1359592.16313264,1.0044268344656
Mumbai,2024-05-21,8,zn,226,1355386.49948451,1.00131981344896
Mumbai,2024-05-21,11,zn,188,1359393.94534434,1.00428039697425
Mumbai,2024-06-21,8,zn,230,1355788.53704362,1.00161682701213
Mumbai,2024-06-21,11,zn,189,1355223.77316363,1.00119959601332
Mumbai,2024-07-21,8,zn,233,1357293.7840685,1.00272885938866
Mumbai,2024-07-21,11,zn,188,1355129.75997096,1.00113014182252
Mumbai,2024-08-21,8,zn,234,1359897.99451907,1.00465277372862
Mumbai,2024-08-21,11,zn,189,1357238.33281035,1.00268789362467
Mumbai,2024-09-21,8,zn,238,1353802.44184146,1.00014955809801
Mumbai,2024-09-21,11,zn,200,1358408.66449449,1.00355250036531
Mumbai,2024-10-21,8,zn,255,1356532.1304441,1.0021661720184
Mumbai,2024-10-21,11,zn,228,1355286.88958742,1.00124622457699
Mumbai,2024-11-21,8,zn,286,1358030.29151027,1.00327296949635
Mumbai,2024-11-21,11,zn,279,1354650.23642205,1.00077588388154
Mumbai,2024-12-21,8,zn,309,1354858.97184306,1.00093009149162
Mumbai,2024-12-21,11,zn,298,1353879.85564478,1.00020674914655
Mumbai,2024-01-21,8,cu,62,338391.569890621,1.02171367720598
Mumbai,2024-01-21,11,cu,26,332882.36654262,1.00507960912627
Mumbai,2024-02-21,8,cu,53,335842.88002938,1.01401835757663
Mumbai,2024-02-21,11,cu,24,345354.91867299,1.04273828101748
Mumbai,2024-03-21,8,cu,43,332646.304315799,1.00436686085688
Mumbai,2024-03-21,11,cu,21,332014.93402797,1.00246054960136
Mumbai,2024-04-21,8,cu,37,333466.79253738,1.00684418036649
Mumbai,2024-04-21,11,cu,20,331434.197658,1.00070711853261
Mumbai,2024-05-21,8,cu,36,340574.753609731,1.02830541548832
Mumbai,2024-05-21,11,cu,21,348434.35430805,1.05203609392527
Mumbai,2024-06-21,8,cu,37,341082.21801792,1.02983761478841
Mumbai,2024-06-21,11,cu,21,342743.0936808,1.03485233599275
Mumbai,2024-07-21,8,cu,38,336157.80825963,1.01496922783705
Mumbai,2024-07-21,11,cu,21,341727.548583,1.03178607663949
Mumbai,2024-08-21,8,cu,39,338391.34128612,1.021712986975
Mumbai,2024-08-21,11,cu,21,342537.3297348,1.03423106803986
Mumbai,2024-09-21,8,cu,40,338914.09624098,1.0232913533846
Mumbai,2024-09-21,11,cu,21,333164.00671275,1.00592997195879
Mumbai,2024-10-21,8,cu,43,335548.936514279,1.0131308469634
Mumbai,2024-10-21,11,cu,23,338484.75115647,1.0219950216077
Mumbai,2024-11-21,8,cu,51,337729.990811311,1.01971615583125
Mumbai,2024-11-21,11,cu,26,342455.91888879,1.03398526234538
Mumbai,2024-12-21,8,cu,60,336686.66653926,1.0165660221596
Mumbai,2024-12-21,11,cu,27,332353.23464952,1.00348198867609
Shanghái,2024-01-21,8,zn,363,1354095.75778938,1.00036625132194
Shanghái,2024-01-21,11,zn,,1174341.14011767,0.867568809188588
Shanghái,2024-02-21,8,zn,298,1355289.59553988,1.00124822365535
Shanghái,2024-02-21,11,zn,273,1354479.01842957,1.00064939304785
Shanghái,2024-03-21,8,zn,252,1354873.08343764,1.00094051672402
Shanghái,2024-03-21,11,zn,218,1355101.09177667,1.00110896260096
Shanghái,2024-04-21,8,zn,225,1359837.78622806,1.0046082936082
Shanghái,2024-04-21,11,zn,196,1359230.37239817,1.00415955407666
Shanghái,2024-05-21,8,zn,215,1356817.70299107,1.0023771446447
Shanghái,2024-05-21,11,zn,188,1354402.12682169,1.00059258778198
Shanghái,2024-06-21,8,zn,216,1359115.49861547,1.00407468869346
Shanghái,2024-06-21,11,zn,187,1357785.0849291,1.00309181806228
Shanghái,2024-07-21,8,zn,221,1359520.23654076,1.00437369720801
Shanghái,2024-07-21,11,zn,189,1359880.81509921,1.00464008207684
Shanghái,2024-08-21,8,zn,229,1355448.63312576,1.0013657159617
Shanghái,2024-08-21,11,zn,198,1357500.58920246,1.00288164095926
Shanghái,2024-09-21,8,zn,247,1354709.96539044,1.00082000989246
Shanghái,2024-09-21,11,zn,228,1357818.50333741,1.00311650660269
Shanghái,2024-10-21,8,zn,284,1354672.97748867,1.00079268431492
Shanghái,2024-10-21,11,zn,,1343916.62739146,0.992846208179273
Shanghái,2024-11-21,8,zn,350,1354187.1314679,1.00043375551707
Shanghái,2024-11-21,11,zn,,1051950.44058614,0.77715014818716
Shanghái,2024-12-21,8,zn,403,1354304.0424705,1.00052012593861
Shanghái,2024-12-21,11,zn,,988543.712197482,0.730307115985138
Shanghái,2024-01-21,8,cu,72,336663.23100828,1.01649526270616
Shanghái,2024-01-21,11,cu,32,337395.69114174,1.01870679692554
Shanghái,2024-02-21,8,cu,56,337006.63296276,1.01753210435616
Shanghái,2024-02-21,11,cu,27,342341.72641809,1.03364047831549
Shanghái,2024-03-21,8,cu,42,337251.72951585,1.01827213018071
Shanghái,2024-03-21,11,cu,23,340648.63094148,1.02852847506486
Shanghái,2024-04-21,8,cu,34,338531.835068221,1.02213718317699
Shanghái,2024-04-21,11,cu,21,342375.2848314,1.03374180202717
Shanghái,2024-05-21,8,cu,31,335940.23307804,1.01431229794094
Shanghái,2024-05-21,11,cu,20,335965.36757325,1.0143881871173
Shanghái,2024-06-21,8,cu,31,334338.10225224,1.00947494641377
Shanghái,2024-06-21,11,cu,20,335531.16587865,1.01307719166259
Shanghái,2024-07-21,8,cu,33,339823.83265836,1.02603814208442
Shanghái,2024-07-21,11,cu,21,348408.9311925,1.05195933331069
Shanghái,2024-08-21,8,cu,35,336392.093271,1.01567661011775
Shanghái,2024-08-21,11,cu,21,336508.368255,1.01602768192935
Shanghái,2024-09-21,8,cu,39,338497.78307349,1.02203436918324
Shanghái,2024-09-21,11,cu,23,340469.20930446,1.02798674306902
Shanghái,2024-10-21,8,cu,46,335473.88933712,1.01290425524493
Shanghái,2024-10-21,11,cu,26,334061.61301392,1.00864013591159
Shanghái,2024-11-21,8,cu,59,331891.77330993,1.00208868752998
Shanghái,2024-11-21,11,cu,31,333168.81258693,1.00594448244846
Shanghái,2024-12-21,8,cu,73,335238.42209076,1.01219330341413
Shanghái,2024-12-21,11,cu,34,332429.44232577,1.00371208431694
